Date, Sent, Opened, Unique Opened, Replied, Link Clicks, Unique Link Clicks
2026-05-28, 119, 0, 0, 1, 0, 0
2026-05-29, 81, 0, 0, 2, 0, 0
2026-05-30, 105, 0, 0, 3, 0, 0
2026-05-31, 104, 0, 0, 1, 0, 0
2026-06-01, 71, 0, 0, 0, 0, 0
2026-06-02, 81, 0, 0, 2, 0, 0
2026-06-03, 68, 0, 0, 3, 0, 0
2026-06-04, 102, 0, 0, 0, 0, 0
2026-06-05, 73, 0, 0, 0, 0, 0
2026-06-06, 93, 0, 0, 1, 0, 0
2026-06-07, 54, 0, 0, 0, 0, 0
2026-06-10, 15, 0, 0, 0, 0, 0
2026-06-11, 13, 0, 0, 1, 0, 0
